OrderID,OrderDate,CustomerID,Region,Channel,Category,Product,Quantity,UnitPrice,Discount,Sales,Profit
ORD-10248,2024-02-27,CUST-1007,Central,Partner,Toys,Doll,5,565.98,0.0,2829.9,873.37
ORD-10249,2024-08-14,CUST-1014,South,Partner,Furniture,Lamp,5,128.38,0.05,609.8,177.96
ORD-10250,2024-08-20,CUST-1016,Central,Store,Toys,Doll,1,720.12,0.1,648.11,183.16
ORD-10251,2024-01-12,CUST-1050,East,Online,Clothing,Hat,1,451.45,0.2,361.16,114.42
ORD-10252,2024-10-04,CUST-1007,North,Store,Furniture,Lamp,1,45.78,0.05,43.49,9.16
ORD-10253,2024-11-26,CUST-1053,East,Store,Electronics,Headphones,4,152.19,0.0,608.76,141.79
ORD-10254,2024-03-09,CUST-1083,East,Online,Clothing,Jacket,4,73.4,0.2,234.88,84.34
ORD-10255,2024-01-02,CUST-1096,North,Store,Furniture,Lamp,4,427.79,0.2,1368.93,580.7
ORD-10256,2024-08-23,CUST-1044,South,Store,Clothing,Hat,4,430.23,0.25,1290.69,-60.52
ORD-10257,2024-01-09,CUST-1030,South,Online,Furniture,Office Chair,1,649.49,0.1,584.54,102.27
ORD-10258,2024-01-25,CUST-1031,North,Store,Electronics,Tablet,1,362.69,0.2,290.15,73.13
ORD-10259,2024-03-12,CUST-1064,East,Online,Clothing,Jeans,5,181.64,0.25,681.15,216.18
ORD-10260,2024-05-01,CUST-1038,South,Partner,Toys,Action Figure,5,482.35,0.2,1929.4,625.1
ORD-10261,2024-10-29,CUST-1112,South,Partner,Toys,Board Game,4,247.4,0.0,989.6,127.02
ORD-10262,2024-12-09,CUST-1048,Central,Store,Clothing,Hat,4,47.04,0.05,178.75,60.36
ORD-10263,2024-08-30,CUST-1030,South,Store,Clothing,Jacket,2,246.91,0.0,493.82,112.2
ORD-10264,2024-03-09,CUST-1049,South,Store,Furniture,Sofa,1,454.28,0.1,408.85,58.44
ORD-10265,2024-10-01,CUST-1092,South,Online,Furniture,Bookshelf,1,738.56,0.25,553.92,26.25
ORD-10266,2024-10-27,CUST-1092,Central,Online,Office Supplies,Paper Ream,5,486.31,0.25,1823.66,-276.24
ORD-10267,2024-04-07,CUST-1094,North,Partner,Clothing,Jeans,3,249.52,0.0,748.56,-33.01
ORD-10268,2024-10-09,CUST-1041,East,Store,Clothing,Jeans,5,565.98,0.1,2546.91,870.37
ORD-10269,2024-09-11,CUST-1059,North,Partner,Clothing,Hat,3,253.65,0.05,722.9,80.97
ORD-10270,2024-04-23,CUST-1094,South,Online,Clothing,Sneakers,2,302.86,0.1,545.15,-77.01
ORD-10271,2024-04-10,CUST-1042,South,Store,Office Supplies,Folder,5,467.52,0.1,2103.84,-5.62
ORD-10272,2024-09-07,CUST-1092,West,Store,Toys,Board Game,4,445.01,0.2,1424.03,33.43
ORD-10273,2024-10-04,CUST-1082,North,Partner,Furniture,Bookshelf,2,120.57,0.15,204.97,22.71
ORD-10274,2024-11-18,CUST-1029,North,Partner,Electronics,Smartphone,1,613.83,0.1,552.45,-49.88
ORD-10275,2024-11-22,CUST-1085,Central,Store,Furniture,Office Chair,2,409.53,0.05,778.11,-98.1
ORD-10276,2024-09-28,CUST-1092,East,Partner,Clothing,T-Shirt,1,430.45,0.1,387.4,-62.02
ORD-10277,2024-04-01,CUST-1013,North,Partner,Office Supplies,Pen Pack,5,652.39,0.2,2609.56,212.96
ORD-10278,2024-05-16,CUST-1101,West,Online,Furniture,Desk,2,499.63,0.05,949.3,257.42
ORD-10279,2024-12-16,CUST-1105,North,Partner,Office Supplies,Paper Ream,4,456.35,0.2,1460.32,-67.67
ORD-10280,2024-11-22,CUST-1001,South,Online,Electronics,Smartphone,4,309.62,0.15,1052.71,108.99
ORD-10281,2024-09-27,CUST-1117,North,Online,Clothing,Jacket,3,457.03,0.25,1028.32,461.95
ORD-10282,2024-05-23,CUST-1115,Central,Partner,Furniture,Lamp,4,224.17,0.0,896.68,172.35
ORD-10283,2024-12-30,CUST-1105,West,Online,Electronics,Laptop,3,22.37,0.0,67.11,9.63
ORD-10284,2024-12-12,CUST-1114,Central,Store,Office Supplies,Notebook,5,199.97,0.25,749.89,274.68
ORD-10285,2024-08-11,CUST-1029,North,Store,Clothing,Jeans,1,405.63,0.05,385.35,-49.95
ORD-10286,2024-11-20,CUST-1034,West,Store,Toys,RC Car,5,323.4,0.25,1212.75,21.33
ORD-10287,2024-10-26,CUST-1084,West,Online,Furniture,Bookshelf,5,753.5,0.1,3390.75,-215.24
ORD-10288,2024-07-13,CUST-1091,South,Partner,Toys,Action Figure,2,573.36,0.0,1146.72,-18.36
ORD-10289,2024-08-15,CUST-1046,East,Online,Clothing,Sneakers,3,94.18,0.0,282.54,90.83
ORD-10290,2024-07-27,CUST-1013,North,Online,Furniture,Office Chair,2,350.47,0.15,595.8,89.28
ORD-10291,2024-07-16,CUST-1001,East,Store,Office Supplies,Folder,1,481.57,0.25,361.18,5.88
ORD-10292,2024-03-27,CUST-1087,West,Online,Clothing,T-Shirt,5,725.11,0.0,3625.55,493.0
ORD-10293,2024-08-10,CUST-1035,West,Store,Furniture,Bookshelf,3,222.04,0.0,666.12,-78.85
ORD-10294,2024-09-10,CUST-1076,Central,Online,Clothing,T-Shirt,3,208.84,0.0,626.52,131.85
ORD-10295,2024-11-13,CUST-1048,East,Store,Clothing,T-Shirt,2,250.68,0.1,451.22,8.08
ORD-10296,2024-12-21,CUST-1025,West,Store,Office Supplies,Paper Ream,5,117.54,0.05,558.32,89.1
ORD-10297,2024-10-21,CUST-1100,South,Store,Furniture,Sofa,3,240.24,0.2,576.58,119.96
ORD-10298,2024-10-06,CUST-1023,Central,Online,Clothing,Sneakers,4,298.36,0.15,1014.42,-59.79
ORD-10299,2024-07-28,CUST-1086,West,Online,Clothing,Jeans,4,640.17,0.25,1920.51,502.96
ORD-10300,2024-07-12,CUST-1009,West,Partner,Office Supplies,Notebook,3,530.34,0.2,1272.82,97.95
ORD-10301,2024-10-05,CUST-1004,East,Partner,Clothing,Hat,4,432.15,0.25,1296.45,338.55
ORD-10302,2024-06-30,CUST-1021,Central,Online,Toys,RC Car,1,96.4,0.0,96.4,17.24
ORD-10303,2024-02-20,CUST-1033,South,Partner,Toys,Doll,3,772.92,0.1,2086.88,-224.98
ORD-10304,2024-07-19,CUST-1059,Central,Partner,Toys,RC Car,5,553.25,0.0,2766.25,201.63
ORD-10305,2024-07-31,CUST-1117,North,Online,Toys,Board Game,3,798.19,0.1,2155.11,-234.01
ORD-10306,2024-09-04,CUST-1044,West,Online,Furniture,Bookshelf,3,281.02,0.25,632.29,-39.26
ORD-10307,2024-02-28,CUST-1002,East,Partner,Clothing,Jacket,3,63.07,0.0,189.21,48.27
ORD-10308,2024-10-13,CUST-1054,West,Online,Electronics,Laptop,2,417.64,0.15,709.99,-58.41
ORD-10309,2024-11-10,CUST-1113,South,Store,Clothing,Jeans,2,515.98,0.1,928.76,49.32
ORD-10310,2024-12-26,CUST-1103,North,Partner,Toys,Doll,4,13.52,0.0,54.08,-2.55
ORD-10311,2024-05-14,CUST-1085,West,Partner,Electronics,Tablet,2,298.98,0.0,597.96,47.1
ORD-10312,2024-06-29,CUST-1108,West,Partner,Office Supplies,Folder,4,492.93,0.15,1675.96,-183.14
ORD-10313,2024-03-01,CUST-1030,East,Online,Furniture,Bookshelf,5,476.23,0.2,1904.92,-197.7
ORD-10314,2024-10-21,CUST-1049,West,Online,Furniture,Bookshelf,2,413.55,0.1,744.39,122.59
ORD-10315,2024-04-05,CUST-1040,West,Partner,Clothing,Hat,2,448.38,0.1,807.08,-5.01
ORD-10316,2024-10-14,CUST-1064,West,Store,Electronics,Headphones,1,392.84,0.0,392.84,101.2
ORD-10317,2024-04-22,CUST-1037,North,Store,Clothing,Jacket,4,396.07,0.0,1584.28,210.23
ORD-10318,2024-09-10,CUST-1070,Central,Online,Furniture,Lamp,3,142.89,0.1,385.8,56.94
ORD-10319,2024-10-04,CUST-1105,North,Partner,Toys,Puzzle,3,622.34,0.25,1400.26,644.96
ORD-10320,2024-11-30,CUST-1096,South,Store,Clothing,Hat,2,791.92,0.0,1583.84,345.27
ORD-10321,2024-03-01,CUST-1099,South,Online,Electronics,Smartwatch,3,285.38,0.25,642.11,-91.19
ORD-10322,2024-04-15,CUST-1104,South,Online,Toys,Action Figure,5,509.89,0.0,2549.45,403.01
ORD-10323,2024-12-26,CUST-1037,East,Partner,Toys,Action Figure,5,232.06,0.15,986.25,-76.36
ORD-10324,2024-01-31,CUST-1035,South,Partner,Office Supplies,Folder,1,117.12,0.25,87.84,28.44
ORD-10325,2024-12-12,CUST-1050,West,Online,Furniture,Desk,2,572.0,0.25,858.0,-30.0
ORD-10326,2024-02-17,CUST-1051,Central,Partner,Toys,Action Figure,4,306.39,0.0,1225.56,204.44
ORD-10327,2024-02-17,CUST-1093,West,Partner,Office Supplies,Stapler,4,760.7,0.05,2890.66,428.97
ORD-10328,2024-09-10,CUST-1034,East,Store,Office Supplies,Pen Pack,5,324.2,0.1,1458.9,425.39
ORD-10329,2024-06-24,CUST-1114,North,Online,Office Supplies,Folder,5,113.17,0.25,424.39,52.44
ORD-10330,2024-08-21,CUST-1000,West,Online,Electronics,Smartwatch,1,108.15,0.25,81.11,-7.68
ORD-10331,2024-07-03,CUST-1032,North,Store,Furniture,Bookshelf,2,700.79,0.05,1331.5,-144.83
ORD-10332,2024-04-29,CUST-1054,North,Partner,Furniture,Office Chair,4,504.23,0.2,1613.54,402.82
ORD-10333,2024-09-22,CUST-1087,West,Online,Electronics,Smartphone,2,386.68,0.0,773.36,113.56
ORD-10334,2024-09-01,CUST-1009,South,Store,Electronics,Headphones,1,790.64,0.1,711.58,155.77
ORD-10335,2024-03-09,CUST-1082,South,Online,Electronics,Smartphone,1,257.55,0.05,244.67,-20.97
ORD-10336,2024-04-19,CUST-1080,South,Store,Toys,RC Car,1,492.15,0.0,492.15,34.47
ORD-10337,2024-03-04,CUST-1075,West,Store,Toys,Doll,2,78.48,0.0,156.96,-12.56
ORD-10338,2024-10-10,CUST-1076,Central,Partner,Clothing,Sneakers,2,205.75,0.2,329.2,-44.39
ORD-10339,2024-04-15,CUST-1066,Central,Partner,Toys,Action Figure,1,679.83,0.2,543.86,195.73
ORD-10340,2024-05-02,CUST-1063,West,Online,Furniture,Sofa,3,520.47,0.25,1171.06,466.79
ORD-10341,2024-06-11,CUST-1016,West,Partner,Furniture,Sofa,5,66.1,0.0,330.5,113.51
ORD-10342,2024-02-07,CUST-1002,Central,Online,Clothing,Sneakers,5,549.52,0.25,2060.7,234.94
ORD-10343,2024-07-22,CUST-1064,East,Partner,Electronics,Headphones,2,41.46,0.0,82.92,26.89
ORD-10344,2024-10-02,CUST-1078,South,Store,Toys,Doll,4,564.43,0.0,2257.72,384.42
ORD-10345,2024-03-20,CUST-1068,East,Store,Electronics,Headphones,1,413.93,0.0,413.93,139.56
ORD-10346,2024-05-02,CUST-1007,South,Online,Toys,Puzzle,3,561.95,0.2,1348.68,550.79
ORD-10347,2024-12-02,CUST-1094,South,Online,Clothing,T-Shirt,4,493.71,0.0,1974.84,9.17
ORD-10348,2024-05-12,CUST-1021,East,Online,Electronics,Laptop,1,139.43,0.05,132.46,15.55
ORD-10349,2024-02-02,CUST-1033,Central,Partner,Office Supplies,Pen Pack,1,274.66,0.1,247.19,-3.85
ORD-10350,2024-10-17,CUST-1021,East,Online,Electronics,Smartwatch,4,413.52,0.0,1654.08,165.09
ORD-10351,2024-09-17,CUST-1000,North,Online,Office Supplies,Pen Pack,5,542.56,0.0,2712.8,-97.11
ORD-10352,2024-01-19,CUST-1070,West,Online,Furniture,Office Chair,4,297.54,0.0,1190.16,-72.03
ORD-10353,2024-02-09,CUST-1073,East,Online,Office Supplies,Notebook,4,733.53,0.05,2787.41,-42.17
ORD-10354,2024-07-24,CUST-1008,West,Store,Toys,Puzzle,2,186.32,0.15,316.74,126.96
ORD-10355,2024-05-29,CUST-1072,East,Partner,Office Supplies,Stapler,1,446.94,0.0,446.94,15.4
ORD-10356,2024-04-10,CUST-1093,Central,Online,Toys,Board Game,4,300.94,0.1,1083.38,419.98
ORD-10357,2024-12-21,CUST-1112,North,Store,Furniture,Office Chair,4,28.89,0.15,98.23,2.68
ORD-10358,2024-08-02,CUST-1062,North,Online,Electronics,Smartwatch,3,92.12,0.15,234.91,94.39
ORD-10359,2024-12-24,CUST-1114,East,Store,Office Supplies,Pen Pack,1,737.81,0.25,553.36,81.07
ORD-10360,2024-02-08,CUST-1075,Central,Online,Electronics,Tablet,1,409.29,0.2,327.43,106.41
ORD-10361,2024-07-20,CUST-1089,East,Store,Clothing,Jeans,2,240.42,0.25,360.63,3.61
ORD-10362,2024-10-26,CUST-1013,South,Online,Clothing,Sneakers,2,69.0,0.0,138.0,-11.31
ORD-10363,2024-04-16,CUST-1057,East,Store,Furniture,Sofa,4,258.09,0.0,1032.36,121.78
ORD-10364,2024-12-26,CUST-1089,Central,Online,Office Supplies,Pen Pack,1,134.52,0.2,107.62,0.28
ORD-10365,2024-07-21,CUST-1065,North,Partner,Furniture,Bookshelf,2,82.06,0.0,164.12,54.85
ORD-10366,2024-10-11,CUST-1095,Central,Online,Office Supplies,Stapler,2,34.55,0.1,62.19,19.16
ORD-10367,2024-02-01,CUST-1106,South,Online,Electronics,Smartwatch,1,645.08,0.0,645.08,-57.59
ORD-10368,2024-10-27,CUST-1033,North,Online,Furniture,Sofa,3,552.17,0.2,1325.21,-178.87
ORD-10369,2024-06-18,CUST-1015,North,Store,Electronics,Laptop,4,649.35,0.0,2597.4,785.81
ORD-10370,2024-01-16,CUST-1048,West,Online,Electronics,Laptop,5,352.19,0.2,1408.76,83.64
ORD-10371,2024-01-18,CUST-1078,Central,Partner,Office Supplies,Notebook,2,227.24,0.1,409.03,132.58
ORD-10372,2024-02-14,CUST-1035,West,Online,Furniture,Bookshelf,4,335.47,0.15,1140.6,120.12
ORD-10373,2024-01-10,CUST-1048,East,Store,Clothing,Jeans,5,206.83,0.25,775.61,125.99
ORD-10374,2024-05-18,CUST-1023,North,Store,Toys,Doll,3,731.01,0.15,1864.08,23.69
ORD-10375,2024-08-29,CUST-1067,East,Partner,Toys,Board Game,1,717.65,0.25,538.24,-6.84
ORD-10376,2024-01-29,CUST-1097,South,Partner,Furniture,Desk,1,205.81,0.0,205.81,-3.44
ORD-10377,2024-12-23,CUST-1045,Central,Online,Clothing,Sneakers,2,149.12,0.15,253.5,2.68
ORD-10378,2024-09-09,CUST-1069,East,Online,Office Supplies,Folder,5,122.26,0.0,611.3,164.04
ORD-10379,2024-09-26,CUST-1061,North,Store,Clothing,T-Shirt,1,54.37,0.15,46.21,-2.21
ORD-10380,2024-06-14,CUST-1007,North,Online,Toys,Board Game,2,279.2,0.0,558.4,172.76
ORD-10381,2024-02-07,CUST-1047,West,Partner,Toys,Board Game,1,678.72,0.25,509.04,22.02
ORD-10382,2024-08-11,CUST-1101,West,Partner,Electronics,Headphones,3,264.86,0.0,794.58,171.77
ORD-10383,2024-04-24,CUST-1085,Central,Online,Office Supplies,Notebook,5,557.91,0.15,2371.12,679.24
ORD-10384,2024-12-25,CUST-1073,West,Partner,Clothing,Sneakers,3,110.61,0.2,265.46,-49.48
ORD-10385,2024-04-23,CUST-1081,Central,Online,Electronics,Laptop,5,261.39,0.25,980.21,436.22
ORD-10386,2024-06-12,CUST-1021,North,Partner,Clothing,Jeans,3,598.82,0.0,1796.46,42.05
ORD-10387,2024-06-28,CUST-1032,North,Partner,Office Supplies,Paper Ream,1,219.52,0.0,219.52,43.16
ORD-10388,2024-07-30,CUST-1063,West,Store,Electronics,Smartphone,4,356.19,0.1,1282.28,476.65
ORD-10389,2024-11-29,CUST-1097,South,Online,Toys,Doll,1,664.76,0.25,498.57,187.48
ORD-10390,2024-02-23,CUST-1009,East,Online,Clothing,T-Shirt,1,242.98,0.05,230.83,-4.72
ORD-10391,2024-11-10,CUST-1114,West,Partner,Clothing,Jeans,1,442.17,0.0,442.17,8.39
ORD-10392,2024-02-21,CUST-1042,South,Online,Electronics,Smartwatch,2,489.78,0.1,881.6,-69.99
ORD-10393,2024-02-19,CUST-1006,West,Partner,Clothing,Hat,5,219.56,0.05,1042.91,-1.43
ORD-10394,2024-05-30,CUST-1105,Central,Store,Toys,Doll,2,53.06,0.0,106.12,6.77
ORD-10395,2024-02-11,CUST-1060,North,Store,Furniture,Office Chair,1,173.49,0.2,138.79,-0.71
ORD-10396,2024-10-05,CUST-1049,South,Store,Clothing,Jacket,4,716.95,0.05,2724.41,-299.49
ORD-10397,2024-05-14,CUST-1028,East,Partner,Clothing,Sneakers,2,362.16,0.05,688.1,50.61
ORD-10398,2024-07-30,CUST-1096,Central,Online,Electronics,Laptop,1,77.71,0.05,73.82,19.75
ORD-10399,2024-12-17,CUST-1110,West,Partner,Toys,Puzzle,4,656.54,0.1,2363.54,874.02
ORD-10400,2024-09-14,CUST-1073,Central,Partner,Furniture,Sofa,3,72.37,0.25,162.83,44.97
ORD-10401,2024-03-26,CUST-1027,South,Online,Toys,Board Game,1,759.91,0.1,683.92,-48.3
ORD-10402,2024-11-17,CUST-1018,Central,Store,Electronics,Smartwatch,1,790.74,0.1,711.67,-38.78
ORD-10403,2024-05-21,CUST-1066,West,Online,Office Supplies,Pen Pack,1,316.6,0.1,284.94,39.9
ORD-10404,2024-03-16,CUST-1072,Central,Partner,Toys,RC Car,5,627.53,0.0,3137.65,179.54
ORD-10405,2024-10-01,CUST-1112,East,Store,Electronics,Smartphone,5,625.84,0.25,2346.9,-21.76
ORD-10406,2024-05-21,CUST-1051,South,Partner,Office Supplies,Paper Ream,4,461.9,0.1,1662.84,-242.53
ORD-10407,2024-01-26,CUST-1095,West,Store,Toys,Doll,1,322.68,0.05,306.55,63.01
ORD-10408,2024-09-08,CUST-1109,North,Online,Office Supplies,Pen Pack,3,655.73,0.05,1868.83,10.77
ORD-10409,2024-08-01,CUST-1077,North,Online,Furniture,Bookshelf,4,621.48,0.05,2361.62,-38.01
ORD-10410,2024-07-10,CUST-1105,North,Partner,Clothing,Jeans,4,595.35,0.25,1786.05,257.79
ORD-10411,2024-09-25,CUST-1112,Central,Online,Furniture,Office Chair,3,570.56,0.1,1540.51,-140.66
ORD-10412,2024-01-26,CUST-1117,East,Partner,Furniture,Desk,2,671.21,0.0,1342.42,-179.17
ORD-10413,2024-03-04,CUST-1087,North,Online,Furniture,Bookshelf,3,660.57,0.15,1684.45,96.06
ORD-10414,2024-10-09,CUST-1044,East,Online,Office Supplies,Paper Ream,5,362.42,0.25,1359.08,158.18
ORD-10415,2024-10-19,CUST-1099,South,Online,Office Supplies,Pen Pack,3,31.69,0.0,95.07,-6.52
ORD-10416,2024-12-15,CUST-1001,West,Online,Furniture,Desk,3,524.75,0.15,1338.11,-220.35
ORD-10417,2024-06-05,CUST-1091,East,Store,Furniture,Lamp,1,186.78,0.15,158.76,47.17
ORD-10418,2024-09-23,CUST-1105,Central,Store,Clothing,Sneakers,4,209.08,0.1,752.69,0.9
ORD-10419,2024-07-10,CUST-1071,Central,Partner,Toys,Puzzle,1,414.1,0.2,331.28,138.0
ORD-10420,2024-11-23,CUST-1041,East,Store,Office Supplies,Stapler,1,390.57,0.05,371.04,134.43
ORD-10421,2024-11-03,CUST-1051,East,Partner,Office Supplies,Notebook,2,418.66,0.0,837.32,251.06
ORD-10422,2024-07-26,CUST-1049,North,Partner,Furniture,Office Chair,4,798.0,0.05,3032.4,968.63
ORD-10423,2024-11-22,CUST-1100,West,Partner,Toys,Board Game,3,583.97,0.0,1751.91,338.4
ORD-10424,2024-10-12,CUST-1023,East,Online,Office Supplies,Folder,3,677.88,0.25,1525.23,363.63
ORD-10425,2024-04-03,CUST-1087,East,Partner,Clothing,Jeans,3,582.9,0.15,1486.39,404.75
ORD-10426,2024-06-18,CUST-1047,East,Partner,Electronics,Laptop,3,186.43,0.25,419.47,1.98
ORD-10427,2024-10-24,CUST-1079,North,Store,Office Supplies,Paper Ream,1,381.72,0.25,286.29,63.82
ORD-10428,2024-07-30,CUST-1006,South,Online,Furniture,Lamp,1,695.32,0.1,625.79,79.91
ORD-10429,2024-04-02,CUST-1099,North,Store,Furniture,Bookshelf,4,789.88,0.1,2843.57,-247.67
ORD-10430,2024-04-17,CUST-1097,South,Partner,Office Supplies,Notebook,3,511.25,0.0,1533.75,116.61
ORD-10431,2024-07-25,CUST-1054,West,Store,Furniture,Sofa,1,112.23,0.1,101.01,18.71
ORD-10432,2024-06-13,CUST-1096,Central,Online,Electronics,Smartphone,5,167.54,0.05,795.81,272.28
ORD-10433,2024-02-22,CUST-1049,Central,Partner,Electronics,Smartphone,2,188.75,0.05,358.62,2.28
ORD-10434,2024-08-21,CUST-1093,Central,Partner,Office Supplies,Notebook,1,660.84,0.05,627.8,214.27
ORD-10435,2024-09-07,CUST-1045,South,Online,Toys,Action Figure,4,711.5,0.0,2846.0,60.81
ORD-10436,2024-01-12,CUST-1075,Central,Online,Clothing,T-Shirt,2,187.21,0.0,374.42,-16.63
ORD-10437,2024-09-30,CUST-1079,North,Partner,Electronics,Headphones,1,306.4,0.2,245.12,-6.77
ORD-10438,2024-07-13,CUST-1015,Central,Store,Electronics,Smartphone,1,48.11,0.0,48.11,2.81
ORD-10439,2024-08-03,CUST-1084,North,Partner,Clothing,Jeans,2,559.2,0.2,894.72,-162.56
ORD-10440,2024-02-23,CUST-1065,Central,Online,Toys,Action Figure,5,488.45,0.0,2442.25,145.1
ORD-10441,2024-05-14,CUST-1106,Central,Online,Office Supplies,Pen Pack,1,403.21,0.15,342.73,-20.21
ORD-10442,2024-04-16,CUST-1088,West,Store,Office Supplies,Paper Ream,3,136.7,0.15,348.58,40.26
ORD-10443,2024-12-08,CUST-1063,South,Online,Furniture,Office Chair,1,540.59,0.0,540.59,144.67
ORD-10444,2024-05-31,CUST-1033,West,Online,Toys,Puzzle,1,724.78,0.2,579.82,-24.95
ORD-10445,2024-06-09,CUST-1054,North,Online,Electronics,Laptop,1,683.28,0.05,649.12,171.37
ORD-10446,2024-08-12,CUST-1079,East,Partner,Electronics,Smartphone,2,534.05,0.0,1068.1,15.31
ORD-10447,2024-08-21,CUST-1034,West,Partner,Electronics,Headphones,3,154.47,0.1,417.07,23.23
ORD-10448,2024-03-22,CUST-1013,West,Partner,Clothing,Jacket,2,99.31,0.2,158.9,42.35
ORD-10449,2024-11-09,CUST-1003,South,Store,Clothing,Hat,4,153.2,0.1,551.52,146.82
ORD-10450,2024-06-09,CUST-1001,Central,Partner,Clothing,T-Shirt,4,358.14,0.0,1432.56,-27.5
ORD-10451,2024-09-22,CUST-1066,Central,Online,Toys,RC Car,2,782.54,0.2,1252.06,448.51
ORD-10452,2024-03-17,CUST-1107,Central,Partner,Clothing,Jeans,4,283.14,0.2,906.05,193.33
ORD-10453,2024-03-25,CUST-1009,West,Store,Electronics,Smartphone,2,409.4,0.1,736.92,225.94
ORD-10454,2024-07-12,CUST-1051,South,Online,Furniture,Bookshelf,3,49.78,0.0,149.34,18.7
ORD-10455,2024-06-10,CUST-1015,West,Partner,Clothing,Jacket,5,364.0,0.25,1365.0,180.6
ORD-10456,2024-02-16,CUST-1101,Central,Partner,Electronics,Smartphone,4,335.75,0.15,1141.55,167.27
ORD-10457,2024-06-23,CUST-1046,North,Online,Office Supplies,Folder,5,173.41,0.2,693.64,67.72
ORD-10458,2024-12-02,CUST-1046,West,Online,Clothing,Sneakers,5,616.26,0.15,2619.11,266.74
ORD-10459,2024-05-29,CUST-1070,Central,Store,Electronics,Laptop,1,279.67,0.25,209.75,46.66
ORD-10460,2024-07-28,CUST-1013,East,Partner,Electronics,Smartphone,2,399.01,0.25,598.51,166.33
ORD-10461,2024-04-07,CUST-1091,East,Online,Furniture,Desk,1,744.87,0.1,670.38,-31.44
ORD-10462,2024-10-28,CUST-1064,South,Store,Clothing,T-Shirt,5,107.34,0.1,483.03,42.24
ORD-10463,2024-09-04,CUST-1118,Central,Online,Electronics,Tablet,1,447.05,0.1,402.35,120.44
ORD-10464,2024-06-13,CUST-1064,West,Store,Toys,Board Game,2,91.81,0.2,146.9,27.59
ORD-10465,2024-08-19,CUST-1103,South,Online,Toys,Board Game,3,324.32,0.05,924.31,326.18
ORD-10466,2024-06-09,CUST-1091,Central,Partner,Clothing,Hat,5,246.14,0.2,984.56,152.49
ORD-10467,2024-12-10,CUST-1016,South,Partner,Furniture,Desk,2,503.09,0.05,955.87,194.5
ORD-10468,2024-10-19,CUST-1085,West,Partner,Toys,Action Figure,1,611.01,0.15,519.36,55.1
ORD-10469,2024-07-14,CUST-1018,North,Partner,Toys,Action Figure,4,648.56,0.15,2205.1,-251.03
ORD-10470,2024-12-15,CUST-1032,South,Online,Electronics,Laptop,3,602.65,0.0,1807.95,617.9
ORD-10471,2024-11-11,CUST-1111,Central,Online,Office Supplies,Notebook,5,35.52,0.25,133.2,13.55
ORD-10472,2024-05-27,CUST-1088,North,Store,Toys,Doll,2,413.63,0.25,620.44,206.33
ORD-10473,2024-05-08,CUST-1025,Central,Store,Clothing,Jacket,3,773.01,0.0,2319.03,-332.82
ORD-10474,2024-04-09,CUST-1037,West,Online,Furniture,Bookshelf,5,441.83,0.15,1877.78,-114.36
ORD-10475,2024-08-07,CUST-1035,Central,Store,Electronics,Laptop,2,590.71,0.0,1181.42,45.6
ORD-10476,2024-12-29,CUST-1119,South,Online,Furniture,Desk,5,678.35,0.0,3391.75,51.83
ORD-10477,2024-12-04,CUST-1038,West,Partner,Furniture,Bookshelf,5,50.18,0.2,200.72,39.59
ORD-10478,2024-04-04,CUST-1066,North,Partner,Toys,Action Figure,1,629.38,0.05,597.91,70.93
ORD-10479,2024-04-19,CUST-1084,East,Store,Furniture,Sofa,5,434.26,0.0,2171.3,53.63
ORD-10480,2024-10-14,CUST-1105,North,Online,Office Supplies,Stapler,2,760.74,0.15,1293.26,175.35
ORD-10481,2024-05-04,CUST-1005,East,Store,Office Supplies,Paper Ream,2,724.55,0.15,1231.73,448.21
ORD-10482,2024-09-21,CUST-1105,East,Partner,Electronics,Smartwatch,3,436.79,0.05,1244.85,-180.37
ORD-10483,2024-09-20,CUST-1010,North,Online,Toys,Doll,4,44.64,0.2,142.85,-9.6
ORD-10484,2024-04-19,CUST-1110,West,Online,Toys,RC Car,1,505.28,0.0,505.28,93.56
ORD-10485,2024-03-19,CUST-1003,West,Partner,Furniture,Lamp,4,520.78,0.0,2083.12,465.46
ORD-10486,2024-10-12,CUST-1009,Central,Online,Office Supplies,Pen Pack,1,67.87,0.0,67.87,16.77
ORD-10487,2024-01-09,CUST-1049,North,Partner,Office Supplies,Paper Ream,4,366.39,0.1,1319.0,97.48
ORD-10488,2024-02-07,CUST-1045,Central,Online,Electronics,Tablet,1,607.21,0.15,516.13,-77.26
ORD-10489,2024-07-14,CUST-1050,North,Store,Office Supplies,Stapler,5,78.34,0.25,293.78,122.74
ORD-10490,2024-10-06,CUST-1037,South,Store,Furniture,Lamp,2,117.74,0.1,211.93,58.49
ORD-10491,2024-01-03,CUST-1073,Central,Store,Office Supplies,Pen Pack,5,701.07,0.0,3505.35,-309.81
ORD-10492,2024-06-25,CUST-1027,West,Partner,Toys,RC Car,1,250.71,0.2,200.57,55.34
ORD-10493,2024-04-09,CUST-1014,South,Partner,Toys,Board Game,2,155.35,0.15,264.09,83.07
ORD-10494,2024-12-09,CUST-1008,East,Online,Toys,Puzzle,5,374.4,0.15,1591.2,-212.34
ORD-10495,2024-12-01,CUST-1030,North,Store,Furniture,Lamp,4,761.72,0.05,2894.54,-261.7
ORD-10496,2024-12-03,CUST-1039,Central,Online,Toys,Puzzle,2,261.05,0.1,469.89,7.4
